root_key,source_rows,normalized_source_url,asset_type,root_asset_id,root_asset_name,node_card_id,node_card_name,parent_card_id,recursion_depth,node_role,query_type,nested_card_ids,cte_names,query_file,metadata_file,evidence_status,csv_path,json_path,output_preview_html,lineage_preview_html,row_count,column_count,notes
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63726,Source Wise Cross Sales,,0,dashboard_card,native,,final_data,queries/63726__source-wise-cross-sales.sql,metadata/63726__source-wise-cross-sales.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63726__source-wise-cross-sales.csv,results/dashboard-3604__63726__source-wise-cross-sales.json,previews/dashboard-3604__63726__source-wise-cross-sales.html,previews/dashboard-3604__63726__source-wise-cross-sales__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63733,New VS Repeat GMV  Summary  – Last 12 Months,,0,dashboard_card,native,,,queries/63733__new-vs-repeat-gmv-summary-last-12-months.sql,metadata/63733__new-vs-repeat-gmv-summary-last-12-months.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63733__new-vs-repeat-gmv-summary-last-12-months.csv,results/dashboard-3604__63733__new-vs-repeat-gmv-summary-last-12-months.json,previews/dashboard-3604__63733__new-vs-repeat-gmv-summary-last-12-months.html,previews/dashboard-3604__63733__new-vs-repeat-gmv-summary-last-12-months__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63727,Service_Type  Wise Cross Sales,,0,dashboard_card,native,,final_data,queries/63727__service-type-wise-cross-sales.sql,metadata/63727__service-type-wise-cross-sales.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63727__service-type-wise-cross-sales.csv,results/dashboard-3604__63727__service-type-wise-cross-sales.json,previews/dashboard-3604__63727__service-type-wise-cross-sales.html,previews/dashboard-3604__63727__service-type-wise-cross-sales__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63738,Cohort  Wise Cross Sales,,0,dashboard_card,native,,final_data,queries/63738__cohort-wise-cross-sales.sql,metadata/63738__cohort-wise-cross-sales.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63738__cohort-wise-cross-sales.csv,results/dashboard-3604__63738__cohort-wise-cross-sales.json,previews/dashboard-3604__63738__cohort-wise-cross-sales.html,previews/dashboard-3604__63738__cohort-wise-cross-sales__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63786,Category Wise Cross Sales,,0,dashboard_card,native,,final_data,queries/63786__category-wise-cross-sales.sql,metadata/63786__category-wise-cross-sales.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63786__category-wise-cross-sales.csv,results/dashboard-3604__63786__category-wise-cross-sales.json,previews/dashboard-3604__63786__category-wise-cross-sales.html,previews/dashboard-3604__63786__category-wise-cross-sales__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63735,New VS Repeat GMV  Summary,,0,dashboard_card,native,,,queries/63735__new-vs-repeat-gmv-summary.sql,metadata/63735__new-vs-repeat-gmv-summary.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63735__new-vs-repeat-gmv-summary.csv,results/dashboard-3604__63735__new-vs-repeat-gmv-summary.json,previews/dashboard-3604__63735__new-vs-repeat-gmv-summary.html,previews/dashboard-3604__63735__new-vs-repeat-gmv-summary__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63760,New VS Repeat  No Of Orders  Summary  – Last 12 Months,,0,dashboard_card,native,,,queries/63760__new-vs-repeat-no-of-orders-summary-last-12-months.sql,metadata/63760__new-vs-repeat-no-of-orders-summary-last-12-months.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63760__new-vs-repeat-no-of-orders-summary-last-12-months.csv,results/dashboard-3604__63760__new-vs-repeat-no-of-orders-summary-last-12-months.json,previews/dashboard-3604__63760__new-vs-repeat-no-of-orders-summary-last-12-months.html,previews/dashboard-3604__63760__new-vs-repeat-no-of-orders-summary-last-12-months__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63763,Funnel Cross Sales,,0,dashboard_card,native,,atc_combined|checkout_combined|custom_atc|custom_checkout|custom_event_data|custom_home_page_view|custom_pdp_page_view|custom_plp_page_view|home_page_view_combined|order_data|pdp_page_view_combined|plp_page_view_combined|shopify_atc|shopify_checkout|shopify_event_data|shopify_home_page_view|shopify_pdp_page_view|shopify_plp_page_view|user_details,queries/63763__funnel-cross-sales.sql,metadata/63763__funnel-cross-sales.json,query_sql|metadata_json|result_blocked,,,,,,,The read operation timed out
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63754,Cohort__Category Wise Cross Sales,,0,dashboard_card,native,,,queries/63754__cohort-category-wise-cross-sales.sql,metadata/63754__cohort-category-wise-cross-sales.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63754__cohort-category-wise-cross-sales.csv,results/dashboard-3604__63754__cohort-category-wise-cross-sales.json,previews/dashboard-3604__63754__cohort-category-wise-cross-sales.html,previews/dashboard-3604__63754__cohort-category-wise-cross-sales__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63734,Source_Cohort_Category Wise Cross Sell,,0,dashboard_card,native,,,queries/63734__source-cohort-category-wise-cross-sell.sql,metadata/63734__source-cohort-category-wise-cross-sell.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63734__source-cohort-category-wise-cross-sell.csv,results/dashboard-3604__63734__source-cohort-category-wise-cross-sell.json,previews/dashboard-3604__63734__source-cohort-category-wise-cross-sell.html,previews/dashboard-3604__63734__source-cohort-category-wise-cross-sell__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63767,Top Performing Products In Each Category,,0,dashboard_card,native,,grouped_data|overall_gmv|ranked_data,queries/63767__top-performing-products-in-each-category.sql,metadata/63767__top-performing-products-in-each-category.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63767__top-performing-products-in-each-category.csv,results/dashboard-3604__63767__top-performing-products-in-each-category.json,previews/dashboard-3604__63767__top-performing-products-in-each-category.html,previews/dashboard-3604__63767__top-performing-products-in-each-category__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63781,City Wise Cross Sell,,0,dashboard_card,native,,,queries/63781__city-wise-cross-sell.sql,metadata/63781__city-wise-cross-sell.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63781__city-wise-cross-sell.csv,results/dashboard-3604__63781__city-wise-cross-sell.json,previews/dashboard-3604__63781__city-wise-cross-sell.html,previews/dashboard-3604__63781__city-wise-cross-sell__lineage.html,839,2,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63761,Gender_Age Wise Cross Sell,,0,dashboard_card,native,,age_calculated,queries/63761__gender-age-wise-cross-sell.sql,metadata/63761__gender-age-wise-cross-sell.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63761__gender-age-wise-cross-sell.csv,results/dashboard-3604__63761__gender-age-wise-cross-sell.json,previews/dashboard-3604__63761__gender-age-wise-cross-sell.html,previews/dashboard-3604__63761__gender-age-wise-cross-sell__lineage.html,27,4,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63729,State Wise Cross Sell,,0,dashboard_card,native,,,queries/63729__state-wise-cross-sell.sql,metadata/63729__state-wise-cross-sell.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63729__state-wise-cross-sell.csv,results/dashboard-3604__63729__state-wise-cross-sell.json,previews/dashboard-3604__63729__state-wise-cross-sell.html,previews/dashboard-3604__63729__state-wise-cross-sell__lineage.html,40,2,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63780,Day_Cohort_Category Wise Cross Sales,,0,dashboard_card,native,,,queries/63780__day-cohort-category-wise-cross-sales.sql,metadata/63780__day-cohort-category-wise-cross-sales.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63780__day-cohort-category-wise-cross-sales.csv,results/dashboard-3604__63780__day-cohort-category-wise-cross-sales.json,previews/dashboard-3604__63780__day-cohort-category-wise-cross-sales.html,previews/dashboard-3604__63780__day-cohort-category-wise-cross-sales__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63759,Top Performing Products In Each Category Date Wise,,0,dashboard_card,native,,grouped_data|overall_gmv|ranked_data,queries/63759__top-performing-products-in-each-category-date-wise.sql,metadata/63759__top-performing-products-in-each-category-date-wise.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63759__top-performing-products-in-each-category-date-wise.csv,results/dashboard-3604__63759__top-performing-products-in-each-category-date-wise.json,previews/dashboard-3604__63759__top-performing-products-in-each-category-date-wise.html,previews/dashboard-3604__63759__top-performing-products-in-each-category-date-wise__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63748,Cohort__Service_Type_Category Wise Cross Sales,,0,dashboard_card,native,,,queries/63748__cohort-service-type-category-wise-cross-sales.sql,metadata/63748__cohort-service-type-category-wise-cross-sales.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63748__cohort-service-type-category-wise-cross-sales.csv,results/dashboard-3604__63748__cohort-service-type-category-wise-cross-sales.json,previews/dashboard-3604__63748__cohort-service-type-category-wise-cross-sales.html,previews/dashboard-3604__63748__cohort-service-type-category-wise-cross-sales__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63750,Cohort_Service_Type  Wise Cross Sales,,0,dashboard_card,native,,,queries/63750__cohort-service-type-wise-cross-sales.sql,metadata/63750__cohort-service-type-wise-cross-sales.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63750__cohort-service-type-wise-cross-sales.csv,results/dashboard-3604__63750__cohort-service-type-wise-cross-sales.json,previews/dashboard-3604__63750__cohort-service-type-wise-cross-sales.html,previews/dashboard-3604__63750__cohort-service-type-wise-cross-sales__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63731,Service_Type_Category  Wise Cross Sell,,0,dashboard_card,native,,,queries/63731__service-type-category-wise-cross-sell.sql,metadata/63731__service-type-category-wise-cross-sell.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63731__service-type-category-wise-cross-sell.csv,results/dashboard-3604__63731__service-type-category-wise-cross-sell.json,previews/dashboard-3604__63731__service-type-category-wise-cross-sell.html,previews/dashboard-3604__63731__service-type-category-wise-cross-sell__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63746,Gender_Age_Category Wise Cross Sell,,0,dashboard_card,native,,age_calculated,queries/63746__gender-age-category-wise-cross-sell.sql,metadata/63746__gender-age-category-wise-cross-sell.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63746__gender-age-category-wise-cross-sell.csv,results/dashboard-3604__63746__gender-age-category-wise-cross-sell.json,previews/dashboard-3604__63746__gender-age-category-wise-cross-sell.html,previews/dashboard-3604__63746__gender-age-category-wise-cross-sell__lineage.html,32,5,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63788,Age_Category Wise Cross Sell,,0,dashboard_card,native,,age_calculated,queries/63788__age-category-wise-cross-sell.sql,metadata/63788__age-category-wise-cross-sell.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63788__age-category-wise-cross-sell.csv,results/dashboard-3604__63788__age-category-wise-cross-sell.json,previews/dashboard-3604__63788__age-category-wise-cross-sell.html,previews/dashboard-3604__63788__age-category-wise-cross-sell__lineage.html,13,4,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63774,Gender_Category Wise Cross Sell,,0,dashboard_card,native,,,queries/63774__gender-category-wise-cross-sell.sql,metadata/63774__gender-category-wise-cross-sell.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63774__gender-category-wise-cross-sell.csv,results/dashboard-3604__63774__gender-category-wise-cross-sell.json,previews/dashboard-3604__63774__gender-category-wise-cross-sell.html,previews/dashboard-3604__63774__gender-category-wise-cross-sell__lineage.html,7,4,
